judge,model,gt,dataset,prompt_id,rating,pred_length
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_87,3,170
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,cnn,cnn_88,4,154
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_89,4,156
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_90,4,195
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_91,3,194
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_92,3,174
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,cnn,cnn_93,3,179
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_94,3,182
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_95,3,210
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_96,3,164
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_97,4,179
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_98,3,194
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,cnn,cnn_99,4,158
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_0,3,220
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_1,3,196
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_2,3,207
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_3,4,167
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_4,4,121
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_5,3,164
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_6,4,141
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_7,3,144
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_8,4,151
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_9,3,150
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_10,3,177
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_11,4,177
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_12,3,208
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_13,4,182
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_14,4,198
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_15,4,172
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_16,4,156
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_17,3,182
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_18,4,137
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_19,3,157
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_20,4,149
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_21,3,184
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_22,4,188
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_23,3,213
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_24,4,116
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_25,4,152
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_26,3,124
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_27,4,126
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_28,3,161
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_29,4,144
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_30,4,207
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_31,3,115
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_32,4,143
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_33,3,221
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_34,3,209
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_35,4,183
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_36,3,166
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_37,3,195
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_38,4,146
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_39,4,184
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_40,3,189
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_41,4,168
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_42,4,208
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_43,4,155
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_44,3,215
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_45,3,171
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_46,4,199
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_47,4,135
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_48,4,163
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_49,4,175
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_50,4,161
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_51,4,152
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_52,4,139
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_53,3,189
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_54,4,172
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_56,4,158
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_57,3,126
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_58,3,137
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_59,3,173
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_60,1,125
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_61,3,142
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_62,3,130
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_63,3,170
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_64,3,185
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_65,4,153
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_66,3,186
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_67,3,150
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_68,3,195
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_69,4,150
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_70,4,154
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_71,4,156
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_72,4,122
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_73,4,188
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_74,4,165
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_75,4,174
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_76,4,121
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_77,3,198
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_78,4,142
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_79,4,191
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_80,4,154
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_81,3,149
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_82,4,192
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_83,4,195
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_84,3,162
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_85,3,144
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_86,3,217
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_87,3,142
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_88,4,173
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_89,4,180
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_90,4,154
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_91,4,155
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_92,4,178
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.667,xsum,xsum_93,3,145
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,3.333,xsum,xsum_94,4,156
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_95,4,155
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_96,4,186
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_97,4,179
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_98,4,166
meta.llama3-1-70b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,4,xsum,xsum_99,3,181
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_0,3,137
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_1,3,102
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_2,3,113
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_3,3,145
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_4,4,114
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_5,3,113
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_6,3,118
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_7,3,125
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.333,cnn,cnn_8,3,117
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_9,3,116
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_10,3,86
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_11,3,108
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_12,3,89
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_13,3,85
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_14,4,134
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_15,3,159
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_16,3,95
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_17,3,115
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_18,4,98
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_19,3,116
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_20,4,115
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_21,3,69
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_22,3,117
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_23,3,94
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_24,3,96
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_25,4,72
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_26,4,161
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_27,3,98
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_28,4,90
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_29,3,137
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_30,3,104
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,2.667,cnn,cnn_31,3,90
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_32,3,116
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_33,3,135
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_34,3,149
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_35,3,97
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_36,3,80
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_37,3,147
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_38,3,85
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_39,3,111
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_40,3,98
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_41,3,110
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_42,3,137
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_43,3,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_44,3,123
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_45,3,85
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_46,4,77
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_47,4,94
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_48,3,113
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_49,3,102
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_50,3,101
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_51,3,89
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_52,4,105
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_53,3,104
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_54,3,104
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_55,3,83
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_56,3,120
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_57,3,101
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3,cnn,cnn_58,3,135
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_59,3,131
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_60,3,123
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_61,3,117
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_62,4,106
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_63,3,91
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_64,3,156
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_65,3,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_66,3,114
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_67,4,122
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_68,1,128
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_69,4,141
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_70,3,164
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_71,4,125
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_72,4,102
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_73,3,113
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_74,4,79
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_75,3,109
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_76,3,126
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_77,3,73
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_78,3,114
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_79,3,82
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_80,3,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_81,4,100
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_82,3,107
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_83,4,101
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_84,3,115
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_85,3,127
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_86,3,123
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_87,4,122
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_88,4,66
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_89,3,103
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_90,1,92
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_91,3,113
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,cnn,cnn_92,3,130
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_93,3,122
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_94,3,101
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3,cnn,cnn_95,3,123
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_96,3,110
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_97,4,112
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_98,3,127
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,cnn,cnn_99,3,89
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_0,1,117
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_1,3,101
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_2,4,154
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,1.333,xsum,xsum_3,3,98
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_4,4,87
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_5,3,104
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_6,4,70
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_7,4,81
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_8,3,75
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_9,3,84
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.333,xsum,xsum_10,4,114
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_11,4,91
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_12,3,131
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.333,xsum,xsum_13,4,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_14,3,94
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_15,4,155
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_16,4,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_17,4,127
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_18,3,98
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_19,3,114
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.333,xsum,xsum_20,4,85
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_21,3,107
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_22,4,95
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_23,3,122
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_24,4,76
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3,xsum,xsum_25,4,121
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_26,3,68
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_27,4,95
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_28,3,119
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_29,4,91
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_30,4,90
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_31,4,49
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_32,4,99
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_33,3,109
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3,xsum,xsum_34,3,126
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.333,xsum,xsum_35,3,110
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_36,3,125
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_37,3,161
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_38,4,91
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,3.667,xsum,xsum_39,4,150
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_40,4,163
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_41,4,142
meta.llama3-1-70b-instruct-v1:0,gpt-3.5-turbo,4,xsum,xsum_42,3,95
