judge,model,gt,dataset,prompt_id,rating,pred_length
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_38,2,248
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,mtbench,mtbench_39,1,215
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_40,2,213
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_41,0,217
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,mtbench,mtbench_42,0,216
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_43,2,185
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_44,1,42
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_45,0,9
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1,mtbench,mtbench_46,0,169
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,mtbench,mtbench_47,1,221
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_48,2,213
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_49,0,68
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_53,0,195
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_55,2,29
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_56,1,226
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_59,2,201
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_60,2,37
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_61,0,56
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,mtbench,mtbench_62,0,224
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_66,1,210
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_68,1,239
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_69,2,218
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,mtbench,mtbench_70,1,166
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_71,2,67
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_74,2,105
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,0.333,mtbench,mtbench_75,2,173
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,mtbench,mtbench_76,0,157
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_78,2,224
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,mtbench,mtbench_79,0,1
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_0,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_1,1,165
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_2,2,182
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,cnn,cnn_3,2,194
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_5,2,206
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_6,0,142
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_7,2,203
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_8,1,170
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_9,2,178
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_10,1,174
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_11,1,169
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_12,2,147
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_13,1,188
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_14,2,157
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_15,2,210
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_16,2,223
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_17,2,175
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_18,2,180
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_19,1,146
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_20,2,156
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_21,2,113
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_22,1,185
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_23,2,152
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_24,2,169
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,cnn,cnn_25,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_26,2,174
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,cnn,cnn_27,2,172
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_28,2,190
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_29,2,177
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_30,1,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.5,cnn,cnn_34,1,177
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_35,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_36,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_37,2,166
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_38,2,183
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_39,1,166
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_40,1,175
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_41,2,202
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_42,2,194
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_44,1,159
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_45,2,156
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_46,1,120
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_47,2,171
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_48,2,167
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_49,2,182
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_50,2,195
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_51,2,179
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_52,2,178
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_53,1,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_54,1,163
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.5,cnn,cnn_55,2,113
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_56,1,173
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_57,2,171
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_58,1,191
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_59,2,179
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_60,1,173
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_61,2,174
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_62,2,145
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_63,2,180
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_64,2,182
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_65,1,210
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_66,2,179
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_67,1,197
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_68,1,196
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_69,2,165
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_70,2,185
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_71,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_72,2,174
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_73,0,175
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_74,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_75,1,194
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_77,1,152
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_78,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_79,1,166
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_80,2,182
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_81,2,171
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_82,2,179
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_83,1,156
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_84,1,172
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_85,2,160
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_86,2,157
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_87,1,165
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_88,2,150
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_89,1,152
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_90,2,184
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_91,1,192
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_92,1,167
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_93,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_94,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_95,2,199
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_96,1,159
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,cnn,cnn_97,2,173
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_98,2,189
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,cnn,cnn_99,2,154
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_0,0,213
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_1,1,190
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,xsum,xsum_2,2,200
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_3,1,161
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_5,2,160
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_6,1,136
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_8,1,146
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_9,2,148
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_10,1,172
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_11,1,172
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_12,1,202
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_13,2,177
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_14,2,191
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_15,2,167
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_16,1,152
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_17,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_18,1,131
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_19,2,148
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_21,1,178
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_23,2,206
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_25,2,151
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_26,2,123
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_27,0,121
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_28,2,155
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_29,1,140
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_30,1,200
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_31,1,114
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_32,2,137
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_33,2,215
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_34,1,203
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_35,1,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_36,2,161
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_37,2,189
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_38,2,141
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_39,1,179
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_40,2,183
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_42,1,202
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_43,1,149
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_44,1,212
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_45,1,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_46,1,192
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_48,1,157
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_49,2,167
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_50,2,155
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_51,1,146
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_52,2,137
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_53,1,183
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_54,2,167
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_56,2,152
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_58,2,132
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_60,1,120
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_61,1,137
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_63,1,165
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_64,2,180
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_65,2,147
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_66,1,181
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_68,2,192
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_69,2,144
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_70,1,148
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_71,1,151
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_72,1,117
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_73,1,181
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_74,2,160
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_75,2,168
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_76,2,120
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_77,1,194
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_78,2,140
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_79,1,186
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_80,1,149
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_81,2,144
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_82,2,186
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_83,1,189
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.333,xsum,xsum_84,1,157
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_85,2,139
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_86,1,211
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,xsum,xsum_87,1,137
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_89,2,175
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_91,2,150
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_92,2,171
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_93,1,140
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_94,2,150
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_95,0,149
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_96,2,181
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_97,2,174
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_98,2,160
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,xsum,xsum_99,2,176
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.5,stanford,stanford_qa_k9wej1,1,224
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_bkfmve,2,219
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,1.667,stanford,stanford_qa_bvemx1,1,230
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_33aqg0,2,228
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_4cgruk,1,220
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_kurnh7,1,207
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_fkcu7c,1,196
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_k6kewo,2,207
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_zlwwxg,1,156
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_qxierj,1,212
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_ozzto0,1,191
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_jkcyps,1,220
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_ceyurs,2,231
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_wpzibh,1,226
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_ovz1ty,2,202
meta.llama3-1-8b-instruct-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,2,stanford,stanford_qa_1qsf6e,1,204
